,GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,latitude,longitude,Plant age (years),total_capacity,Lat,Lon,geometry
1098,P100000121002,Tebinbulak mining and smelting complex,Горно-металлургический комплекс «Тебинбулак»,"Triangul Metals, Tebinbulak Mining and Metallurgical Complex",ГМК «Тебинбулак»,Triangul Metals Tebinbulak JSC,,E100001012111,unknown,,Triangul Metals Tebinbulak JSC [100.0%],E100001012111 [100.0%],unknown [100.0%],"Special Industrial Zone ""Qorao'zak""",,Karauzyak,Republic of Karakalpakstan,Uzbekistan,Eurasia,"42.1780016, 60.4038997",approximate,https://www.gem.wiki/Tebinbulak_mining_and_smelting_complex,,2018,2023,2027,unknown,unknown,unknown,,,,5000.0,crude,DRI,unknown,5000,unknown,unknown,no,DRI,unknown,Tebinbulak mine,unknown,42.1780016,60.4038997,,5000.0,42.1780016,60.4038997,POINT (60.4038997 42.1780016)
1106,P100000120038,Ternium Brasil Santa Cruz steel plant,Usina siderúrgica Ternium,"CSA - Companhia Siderúrgica do Atlântico Sul, ThyssenKrupp CSA (predecessor)",,Ternium Brasil Ltda,,E100000131066,5072816151,,Ternium SA [100.0%],E100001000384 [100.0%],4295856130 [100.0%],"Av. João XXIII, s / n, Santa Cruz, 23560-352 Rio de Janeiro, RJ, Brazil",,Santa Cruz,Rio de Janeiro,Brazil,Central & South America,"-22.9125490, -43.7416140",exact,https://www.gem.wiki/Ternium_Brasil_Santa_Cruz_steel_plant,16,unknown,unknown,2010,unknown,unknown,unknown,,5700.0,1800.0,,semi-finished,slab,"automotive, building and infrastructure, energy, tools and machinery, transport",8000,yes,yes,no,BF; BOF,Onsite power plant generating all energy required for steelmaking using gases from production process,unknown,unknown,-22.912549,-43.741614,16.0,7500.0,-22.9125490,-43.7416140,POINT (-43.741614 -22.912549)
1110,P100000120008,Ternium Siderar San Nicolás steel plant,Planta siderúrgica Ternium Siderar,,"Ternium Planta Savio, Somisa (Sociedad Mixta Siderurgia Argentina) (predecessor)",Ternium Argentina SA,,E100000130688,4295856067,,Ternium Argentina SA [100.0%],E100000130688 [100.0%],4295856067 [100.0%],"Av. Savio s/n, 2900 San Nicolás de los Arroyos, Buenos Aires, Argentina",,San Nicolás de los Arroyos,Buenos Aires,Argentina,Central & South America,"-33.3736500, -60.1386970",exact,https://www.gem.wiki/Ternium_Siderar_San_Nicolás_steel_plant,66,unknown,unknown,1960,unknown,unknown,unknown,,1480.0,1040.0,,finished rolled,"tinplate, slab, cold rolled, hot rolled","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",2074,2022-07-22 00:00:00,yes,no,BF; BOF,"Thermoelectric, integrated",unknown,unknown,-33.37365,-60.138697,66.0,2520.0,-33.3736500,-60.1386970,POINT (-60.138697 -33.37365)
1111,P100000120752,Tete Steel Maputo plant,,"Tete Iron & Steel Project, Baobab Steel Mozambique",,Baobab Steel Ltd,,E100000130753,4295899134,,Baobab Steel Ltd [100.0%],E100000130753 [100.0%],4295899134 [100.0%],"Tete, Tete, Mozambique",,Tete,Tete,Mozambique,Africa,"-15.7243450, 33.7626640",exact,https://www.gem.wiki/Tete_Steel_Maputo_plant,,2016-10-01 00:00:00,2022,2027,unknown,unknown,unknown,2500.0,1180.0,,,"semi-finished, finished rolled","billet, wire rod, rebar",unknown,2580,unknown,unknown,no,DRI; EAF,53 mw co-generation plant,Captive Tenge-rioni iron mine,unknown,-15.724345,33.762664,,3680.0,-15.7243450,33.7626640,POINT (33.762664 -15.724345)
1112,P100000121025,Thai Nguyen Iron and Steel plant,,TISCO,,Thai Nguyen Iron And Steel JSC,CONG TY CO PHAN GANG THEP THAI NGUYEN,E100000130922,5000050455,Partial,Thai Nguyen Iron And Steel JSC [100.0%],E100000130922 [100.0%],5000050455 [100.0%],"Thanh Pho City, Thai Nguyen District, Thai Nguyen Province, Vietnam",,Thanh Pho City,Thai Nguyen,Vietnam,Asia Pacific,"21.5574840, 105.8728000",exact,https://www.gem.wiki/Thai_Nguyen_Iron_and_Steel_plant,63,unknown,1959-06-01 00:00:00,1963,unknown,unknown,unknown,,981.0,130.0,,"semi-finished, finished rolled","coil, bars",unknown,unknown,yes,unknown,no,BF; EAF; BOF,unknown,Trai Cau Iron Mine; Phuc Ninh Iron ore mine; Quy Xa Iron mine; Tien Bo iron ore mine,Phan Me coal mine,21.557484,105.8728,63.0,1111.0,21.5574840,105.8728000,POINT (105.8728 21.557484)
1114,P100000120421,ThyssenKrupp Steel Duisburg steel plant,,Integriertes Huttenwerk Duisburg,,Thyssenkrupp Steel Europe AG,,E100001000542,4297366394,,thyssenkrupp AG [80.0%]; EP Investment S.à r.l. [17.9%]; Tiliacordata Limited [2.1%],E100000004212 [80.0%]; E100002021743 [17.9%]; E100002021744 [2.1%],4295869754 [80.0%]; unknown [17.9%]; unknown [2.1%],"Kaiser-Wilhelm-Strasse 100, 47166 Duisburg, Germany",,Duisburg,North Rhine-Westphalia,Germany,Europe,"51.4916490, 6.7330510",exact,https://www.gem.wiki/ThyssenKrupp_Steel_Duisburg_steel_plant,135,unknown,unknown,1891,unknown,unknown,unknown,,12000.0,2500.0,,"crude, semi-finished, finished rolled","sheet, plate, strip, electrical, coated","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",26303,2025-05-08 00:00:00,2022-05-08 00:00:00,2028-06-05 00:00:00,DRI; BF; BOF,Hermann Wenzel on-site captive power plant. Burns coupling gases and coke oven gas and provides electricity and process steam. Output of 339 megawatts.,unknown,unknown,51.491649,6.733051,135.0,14500.0,51.4916490,6.7330510,POINT (6.733051 51.491649)
1115,P100000120281,Tianjin Iron and Steel Group Co Ltd,天津钢铁集团有限公司,"Tianjin Iron and Steel Co., Ltd.",天津钢铁有限公司,Tianjin Iron and Steel Group Co Ltd,天津钢铁集团有限公司,E100000126395,unknown,,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],unknown [59.2%]; unknown [40.8%],No. 398 Jintang Road,天津市东丽区津塘公路398号,unknown,Tianjin,China,Asia Pacific,"39.0310830, 117.4992460",exact,https://www.gem.wiki/Tianjin_Iron_and_Steel_Group_Co_Ltd,91,unknown,unknown,1935,unknown,unknown,unknown,,7660.0,1200.0,,"semi-finished, finished rolled","cold rolled, plate, hot rolled",unknown,6581,2024-09-25 00:00:00,2023-10-10 00:00:00,no,BF; BOF; EAF,unknown,unknown,unknown,39.031083,117.499246,91.0,8860.0,39.0310830,117.4992460,POINT (117.499246 39.031083)
1116,P100000120280,Tianjin Iron Plant,天津铁厂有限公司,,,Tianjin Iron PLANT Co Ltd,天津铁厂有限公司,E100000127064,unknown,,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],unknown [59.2%]; unknown [40.8%],Chixi,河北省邯郸市涉县更乐镇池溪村,Gengle,Hebei,China,Asia Pacific,"36.5896700, 113.7457920",exact,https://www.gem.wiki/Tianjin_Iron_Plant,57,unknown,unknown,1969,unknown,unknown,unknown,,7660.0,1200.0,1250.0,finished rolled,"rebar, sheet, coated, billet, coil, special, wire",unknown,7487,2023-03-28 00:00:00,2023-03-28 00:00:00,no,BF; BOF,unknown,unknown,unknown,36.58967,113.745792,57.0,10110.0,36.5896700,113.7457920,POINT (113.745792 36.58967)
1118,P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,天津天钢联合特钢有限公司，天津天钢联合钢铁有限公司,"Tianjin Tiangang United Special Steel Co., Ltd.，Tianjin Tiangang United Steel Co., Ltd.",天津市新天钢联合特钢有限公司,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,天津市新天钢联合特钢有限公司,E100000126913,unknown,,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],unknown [59.2%]; unknown [40.8%],Wuwei Road,天津市宁河区经济开发区五纬路,Ninghe,Tianjin,China,Asia Pacific,"39.3002580, 117.8002310",exact,https://www.gem.wiki/Tianjin_New_Tiangang_United_Special_Steel_Co_Ltd,16.66,unknown,unknown,2009-06-24 00:00:00,unknown,unknown,unknown,,4947.0,,849.0,"semi-finished, finished rolled","billet, angle",unknown,5619,2025-06-30 00:00:00,2024-08-09 00:00:00,no,BF; BOF,unknown,unknown,unknown,39.300258,117.800231,16.66,5796.0,39.3002580,117.8002310,POINT (117.800231 39.300258)
1119,P100000120282,Tianjin Pipe Corporation,天津钢管制造有限公司,,,Tianjin Pipe Corp,天津钢管制造有限公司,E100000127231,unknown,Partial,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],E100000128047 [51.0%]; E100000129042 [12.0%]; E100000123243 [9.6%]; E100000126073 [8.9%]; E100000129043 [8.6%]; E100000129105 [3.2%]; E100000132388 [2.4%]; E100000130351 [2.4%]; E100000129106 [1.6%]; E100000129189 [0.0%]; E100000000282 [0.0%]; E100000129190 [0.0%]; E100000129188 [0.0%],unknown [51.0%]; unknown [12.0%]; unknown [9.6%]; 5000434294 [8.9%]; unknown [8.6%]; unknown [3.2%]; unknown [2.4%]; unknown [2.4%]; unknown [1.6%]; unknown [0.0%]; 5071567527 [0.0%]; unknown [0.0%]; unknown [0.0%],No. 396 Jintang Road,天津市东丽区津塘公路396号,unknown,Tianjin,China,Asia Pacific,"39.0340020, 117.4867980",exact,https://www.gem.wiki/Tianjin_Pipe_Corporation,15.2,unknown,unknown,2010-12-10 00:00:00,unknown,unknown,unknown,,1032.0,,,finished rolled,pipe,"building and infrastructure, tools and machinery",6450,2023-04-20 00:00:00,2023-04-20 00:00:00,no,BF; DRI; EAF,25.77 MW Distributed Photovoltaic Power Generation,unknown,unknown,39.034002,117.486798,15.2,1032.0,39.0340020,117.4867980,POINT (117.486798 39.034002)
1131,P100000120216,Tonghua Iron and Steel Co Ltd,通化钢铁股份有限公司,,,Tonghua Iron & Steel Co Ltd,通化钢铁股份有限公司,E100000126965,unknown,Partial,Beijing State-owned Capital Management Center [56.2%]; unknown [16.9%]; Industrial and Commercial Bank of China Ltd [8.3%]; China Construction Bank Corp [8.1%]; Bank of China Ltd [6.5%]; BANK of Jilin Co Ltd [0.9%]; Hana Bank Co Ltd [0.9%]; Changchun Financial Holding Group Co Ltd [0.6%]; Jilin Financial Holding Group Co Ltd [0.6%]; Jilin YATAI (GROUP) Co Ltd [0.5%]; Jilin PROVINCE Inestment Group Co Ltd [0.3%]; Changchun City Development Investment Holding (Group) Co Ltd [0.1%],E100000000158 [56.2%]; E100000132388 [16.9%]; E100000000220 [8.3%]; E100001000437 [8.1%]; E100000124428 [6.5%]; E100000128355 [0.9%]; E100000130509 [0.9%]; E100000128994 [0.6%]; E100000128732 [0.6%]; E100000128734 [0.5%]; E100000128735 [0.3%]; E100000128911 [0.1%],unknown [56.2%]; unknown [16.9%]; 4295863742 [8.3%]; 4295863663 [8.1%]; unknown [6.5%]; unknown [0.9%]; 4295882085 [0.9%]; unknown [0.6%]; unknown [0.6%]; unknown [0.5%]; unknown [0.3%]; unknown [0.1%],No. 255 Dongsheng Road,吉林省吉林省通化市东盛路255号,Tonghua,Jilin,China,Asia Pacific,"41.7791250, 126.0223490",exact,https://www.gem.wiki/Tonghua_Iron_and_Steel_Co_Ltd,19.53,unknown,unknown,2006-08-11 00:00:00,unknown,unknown,unknown,,7700.0,2127.0,1600.0,finished rolled,"pipe, profile, plate","automotive, building and infrastructure, energy, tools and machinery, transport",10973,2023-06-21 00:00:00,unknown,no,BF; BOF,Combined Cycle Power Plant (CCPP),unknown,unknown,41.779125,126.022349,19.53,11427.0,41.7791250,126.0223490,POINT (126.022349 41.779125)
1133,P100000120356,Tongling Xuanli Special Steel Co Ltd,铜陵市旋力特殊钢有限公司,,,Tongling City Xuanli Special Steel Co Ltd,铜陵市旋力特殊钢有限公司,E100000126276,unknown,,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],E100000128611 [96.0%]; E100000132388 [4.0%],unknown [96.0%]; unknown [4.0%],"Yi'an District, Tongling City, Anhui Province",安徽省铜陵市义安区东联乡,Tongling,Anhui,China,Asia Pacific,"31.0628070, 117.9560150",exact,https://www.gem.wiki/Tongling_Xuanli_Special_Steel_Co_Ltd,17,unknown,unknown,2009,unknown,unknown,unknown,,1757.0,,,finished rolled,bar,unknown,1289,2023-10-27 00:00:00,2024-08-05 00:00:00,no,BF; BOF,Self-owned power generation,unknown,unknown,31.062807,117.956015,17.0,1757.0,31.0628070,117.9560150,POINT (117.956015 31.062807)
1136,P100000120616,Torbat Heydarieh Khorasan Steel Complex,مجتمع فولاد تربت حیدریه,Foolad Rokh,"فولاد رخ, مجتمع فولاد رخ تربت حیدریه",Torbat Heydarieh Steel Co,,E100000131181,unknown,,Torbat Heydarieh Steel Co [100.0%],E100000131181 [100.0%],unknown [100.0%],"Torbat Heydariyeh, Razavi, Khorasan, Iran",,Torbat Heydariyeh,Razavi Khorasan,Iran,Middle East,"35.5948820, 59.2059840",exact,https://www.gem.wiki/Torbat_Heydarieh_Khorasan_Steel_Complex,1,2017,2018,2025,unknown,unknown,unknown,,,,3000.0,semi-finished,hot rolled coil,unknown,2800,unknown,unknown,no,DRI; EAF,unknown,unknown,,35.594882,59.205984,1.0,3000.0,35.5948820,59.2059840,POINT (59.205984 35.594882)
1139,P100000120441,Tosyali Algerie Oran steel plant,Tosyali Algérie,,شركة توسيالي الجزائرية التركية للحديد والصلب,Tosyali Ironsteel Industry Algerie SpA,,E100000131071,5074196906,,Tosyalı Holding AŞ,E100001000709,5000866267,"Pole Economique Bethiqua - BP 175, Bethiqua, Oran, Algeria",,Bethiqua,Oran,Algeria,Africa,"35.7709120, -0.2630310",exact,https://www.gem.wiki/Tosyali_Algerie_Oran_steel_plant,13,unknown,unknown,2013,unknown,unknown,unknown,,,,8000.0,"semi-finished, finished rolled","billet, wire rod, rebar, hot rolled, slab, pipe",building and infrastructure,8000,yes,unknown,no,DRI; EAF,unknown,"Gara Djebilet mine; Brazil, Chile, Canada, Mauritania",unknown,35.770912,-0.263031,13.0,8000.0,35.7709120,-0.2630310,POINT (-0.263031 35.770912)
1141,P100001042927,Tosyali Sonangol Kassinga Iron and Steel plant,,"Cassinga Steel Project, Kassinga Steel Project",,Tosyali Iron and Steel Angola SA; Sonangol EP,,E100002003752; E100000000004,unknown; 5000035131,Partial,Sonangol EP [100.0%]; Tosyalı Holding AŞ,E100000000004 [100.0%]; E100001000709,5000035131 [100.0%]; 5000866267,unknown,,Kassinga,Huíla,Angola,Africa,"-15.2637430, 16.0654940",approximate,https://www.gem.wiki/Tosyali_Sonangol_Kassinga_Iron_and_Steel_plant,,2019,unknown,2027,unknown,unknown,unknown,,,,4100.0,unknown,long products,unknown,unknown,unknown,unknown,no,DRI; EAF,unknown,"Jamba Mineira Mine (P100000128033, to be reactivated)",unknown,-15.263743,16.065494,,4100.0,-15.2637430,16.0654940,POINT (16.065494 -15.263743)
1153,P100000120419,TZMS Třinecké železárny Trinec steel plant,,Třinec Iron and Steel Works,,TRINECKÉ ZELEZÁRNY AS,,E100001011644,4295865795,,Minerfin AS,E100001016230,4298245595,"Průmyslová 1000, Staré Město, 739 61 Třinec, Czech Republic",,Třinec,Moravia-Silesia,Czech Republic,Europe,"49.6890530, 18.6545570",exact,https://www.gem.wiki/TZMS_Třinecké_železárny_Trinec_steel_plant,187,unknown,unknown,1839,unknown,unknown,unknown,,,700.0,,"semi-finished, finished rolled","wire rod, rail, seamless, bar, billet",unknown,6000,2022,2022,no,BF; BOF; EAF,"""Třinecké železárny together with its subsidiary Energetika Třinec will produce electricity from the sun in two photovoltaic power plant""; signed PPA with CEZ ESCO for 4.4 GWh/year of emission-free electricity; also planned 62 MWe combined cycle gas turbine",unknown,unknown,49.689053,18.654557,187.0,700.0,49.6890530,18.6545570,POINT (18.654557 49.689053)
1159,P100000120966,U.S. Steel Gary Works,,U.S. Steel Gary,,United States Steel Corp,,E100000001319,4295903049,,Nippon Steel Corp [100.0%],E100000000652 [100.0%],4295877313 [100.0%],"Gary Works, One North Broadway, Gary, Indiana 46402, United States",,Gary,Indiana,United States,North America,"41.6207990, -87.3482660",exact,https://www.gem.wiki/U.S._Steel_Gary_Works,118,unknown,unknown,1908,unknown,unknown,unknown,,4400.0,,,"semi-finished, finished rolled","sheet, plate, hot rolled, cold rolled, galvanized sheet, tinplate, pig iron","automotive, building and infrastructure, steel packaging",2246,2022,unknown,no,BF; BOF,unknown,unknown,unknown,41.620799,-87.348266,118.0,4400.0,41.6207990,-87.3482660,POINT (-87.348266 41.620799)
1167,P100000120819,Ural Steel Metallurgical Plant,Металлургический завод Уральская Сталь,"NOSTA (predecessor), Orsko-Khalilovsky Metallurgical Plant (predecessor), OHMK (predecessor), Novotroitsk Steel (predecessor), Ural Steel JSC","Орско-Халиловский металлургический комбинат (predecessor), Новотроицкая сталь (predecessor), НОСТА (predecessor), ОХМК (predecessor)",Uralskaya Stal JSC,AO Уральская Сталь,E100000130820,4297197239,,Zagorskii Trubnyi Zavod JSC,E100001000444,5082355818,"1, Zavodskaya St., Novotroitsk, Orenburg Region, Russia, 462353","462353, Российская Федерация, Оренбургская область, г. Новотроицк, ул. Заводская, д. 1",Novotroitsk,Orenburg,Russia,Eurasia,"51.2147810, 58.3539130",exact,https://www.gem.wiki/Ural_Steel_Metallurgical_Plant,71,unknown,unknown,1955,unknown,unknown,unknown,,2300.0,1400.0,,"crude, semi-finished, finished rolled","billet, pig iron, flat, slab","building and infrastructure, transport",9000,2024-04-22 00:00:00,2025-06-11 00:00:00,no,BF; EAF; BOF,https://www.gem.wiki/Novotroitskaya_Ural_Steel_power_station,Metalloinvest Mikhailovsky Mine (P100000128817); Metalloinvest Lebedinsky Mine (P100000128790),unknown,51.214781,58.353913,71.0,3700.0,51.2147810,58.3539130,POINT (58.353913 51.214781)
1168,P100000120037,Usiminas Cubatão steel plant,Usina Usiminas Cubatão,Cosipa - Companhia Siderúrgica Paulista (predecessor),,Usinas Siderurgicas de Minas Gerais SA,,E100000130691,4295859856,,Usinas Siderurgicas de Minas Gerais SA [100.0%],E100000130691 [100.0%],4295859856 [100.0%],"Rod. Cônego Domênico Rangoni, S/N, Jardim das Industrias, Cubatão, Sao Paulo, 11573-900, Brazil",,Cubatão,São Paulo,Brazil,Central & South America,"-23.8630920, -46.3762940",exact,https://www.gem.wiki/Usiminas_Cubatão_steel_plant,63,unknown,unknown,1963,unknown,2016,unknown,,3000.0,833.0,,finished rolled,"coil, sheet, plate","automotive, building and infrastructure, energy, tools and machinery, transport",1200,2023-08-10 00:00:00,unknown,no,BF; BOF,unknown,unknown,unknown,-23.863092,-46.376294,63.0,3833.0,-23.8630920,-46.3762940,POINT (-46.376294 -23.863092)
1169,P100000120043,Usiminas Ipatinga steel plant,Usina siderúrgica Usiminas Ipatinga,Usina Siderúrgica Intendente Câmara,,Usinas Siderurgicas de Minas Gerais SA,,E100000130691,4295859856,,Usinas Siderurgicas de Minas Gerais SA [100.0%],E100000130691 [100.0%],4295859856 [100.0%],"Av. Pedro Linhares Gomes, 5431 - Usiminas, Ipatinga, Minas Gerais, 35160-900, Brazil",,Ipatinga,Minas Gerais,Brazil,Central & South America,"-19.4912770, -42.5442530",exact,https://www.gem.wiki/Usiminas_Ipatinga_steel_plant,64,unknown,unknown,1962,unknown,unknown,unknown,,6300.0,800.0,,"semi-finished, finished rolled","sheet, plate, coated, coil, slab","automotive, building and infrastructure, energy, tools and machinery, transport",6500,2022-10-01 00:00:00,unknown,no,BF; BOF,unknown,"Oeste, Central and Leste mines operated by Mineração Usiminas",unknown,-19.491277,-42.544253,64.0,7100.0,-19.4912770,-42.5442530,POINT (-42.544253 -19.491277)
1171,P100000121194,Uttam Galva Ferrous Bellary steel plant,,,,Uttam Galva Ferous Ltd,,E100001012081,5083786630,,Uttam Galva Ferous Ltd [100.0%],E100001012081 [100.0%],5083786630 [100.0%],"Kuduthini Village, Bellary, Karnataka, India",,Bellary,Karnataka,India,Asia Pacific,"15.1846130, 76.8249050",exact,https://www.gem.wiki/Uttam_Galva_Ferrous_Bellary_steel_plant,,2013,unknown,2028,unknown,unknown,unknown,,8532.0,2740.0,4000.0,finished rolled,unknown,unknown,6427,unknown,unknown,no,BF; BOF,893 MW Captive Power Plant,Mines in Karnataka and Goa,"Australia, Indonesia, Canada, China and Venezuela",15.184613,76.824905,,15272.0,15.1846130,76.8249050,POINT (76.824905 15.184613)
